iteration,opponent,win_rate,win_rate_lower95,win_rate_upper95,score_differential,bid_success_rate_current,bid_success_rate_opponent,policy_loss,value_loss,visit_entropy,kl_divergence
5,iter_000000,0.71,0.6436252184459675,0.768459744353068,16.055,0.3247058823529412,0.22705882352941176,0.3654699434628958,0.36654170728625,0.47837152632852675,0.06688642383113985
10,iter_000000,0.77,0.7069169558159164,0.8229065677828437,21.01,0.35,0.225,0.35896137814304147,0.35854439416521566,0.4427406020068056,0.05168005867950093
