iteration,opponent,win_rate,win_rate_lower95,win_rate_upper95,score_differential,bid_success_rate_current,bid_success_rate_opponent,policy_loss,value_loss,visit_entropy,kl_divergence,eval_games_played,eval_inconclusive
5,iter_000000,0.66,0.56277728776086,0.7453847926330613,10.84,0.3517647058823529,0.28705882352941176,0.4483396508961123,0.3468370930054455,0.5566085595833026,0.04037001344531123,100,false
10,iter_000000,0.72,0.5833487619095525,0.8252582940118571,13.68,0.3776470588235294,0.29294117647058826,0.4382435204422573,0.3380342767345893,0.5573602001493623,0.03213187406531292,50,false
