iteration,opponent,win_rate,win_rate_lower95,win_rate_upper95,score_differential,bid_success_rate_current,bid_success_rate_opponent,policy_loss,value_loss,visit_entropy,kl_divergence,eval_games_played,eval_inconclusive
95,iter_000031,0.53125,0.46074420220552803,0.6005298511463389,4.807291666666667,0.41911764705882354,0.390625,0.41893098438530396,0.04636416120581927,0.4751726783064274,0.03351696383314323,192,true
100,iter_000031,0.5260416666666666,0.45559699289267147,0.5954647182338842,1.8333333333333333,0.40778186274509803,0.39705882352941174,0.4181608264456833,0.043347546332966454,0.4823279139923842,0.03222257930235288,192,true
105,iter_000031,0.5052083333333334,0.43508285403361446,0.5751294881916968,3.0989583333333335,0.4071691176470588,0.38909313725490197,0.4178561904853919,0.040777475261569524,0.47679069752448694,0.03123532649781862,192,true
110,iter_000031,0.5677083333333334,0.496985509768755,0.6357749391602903,6.489583333333333,0.4172794117647059,0.3786764705882353,0.41813463740468043,0.04106586553230729,0.4847230806267247,0.029923873713234853,192,true
115,iter_000031,0.5052083333333334,0.43508285403361446,0.5751294881916968,1.7395833333333333,0.40839460784313725,0.39859068627450983,0.41749785377069737,0.03900239207137865,0.4841329109829942,0.029354571358691985,192,true
120,iter_000031,0.546875,0.4762308506108661,0.6156802294169343,8.484375,0.42371323529411764,0.3746936274509804,0.4164927312271134,0.04527642269682677,0.487701499643595,0.02887704884614357,192,true
125,iter_000031,0.4635416666666667,0.3944125085195815,0.5341010959032403,0.890625,0.40625,0.40042892156862747,0.4143074180477107,0.04361040875899053,0.48910000292436717,0.028195894133974487,192,true
130,iter_000031,0.5625,0.4917854364984015,0.6307626702053324,7.848958333333333,0.4319852941176471,0.3869485294117647,0.41325649192483477,0.03743821553092563,0.48462429675068197,0.026817858726818983,192,true
135,iter_000031,0.546875,0.4762308506108661,0.6156802294169343,2.2291666666666665,0.4111519607843137,0.39675245098039214,0.41283021889771876,0.03742591270813747,0.48080246829987744,0.026662596194821857,192,true
140,iter_000031,0.4791666666666667,0.4096078940730113,0.5495427370257441,4.041666666666667,0.40931372549019607,0.3851102941176471,0.40958294432737796,0.03665346855861795,0.47830767904755894,0.026514968115062768,192,true
145,iter_000031,0.5729166666666666,0.5021932381397646,0.6407795530145918,5.692708333333333,0.42432598039215685,0.3912377450980392,0.40780629930907814,0.04374925089991772,0.4858138260808608,0.026184719553644983,192,true
150,iter_000031,0.4895833333333333,0.4197755162461521,0.5597997993032254,2.1041666666666665,0.41237745098039214,0.39828431372549017,0.40774824670082227,0.042691591423826565,0.48780449187856356,0.026303838950151936,192,true
155,iter_000031,0.5885416666666666,0.5178627049026284,0.6557471129276614,7.567708333333333,0.42769607843137253,0.38265931372549017,0.4073567695519148,0.04217168503963296,0.4771202849996332,0.025940264981207148,192,true
160,iter_000031,0.4895833333333333,0.4197755162461521,0.5597997993032254,2.71875,0.4065563725490196,0.3903186274509804,0.4051983392267087,0.04362020171391998,0.4773969244222652,0.02664916461326642,192,true
165,iter_000031,0.515625,0.4453250016921599,0.5853120249837735,4.765625,0.4163602941176471,0.3893995098039216,0.4063304350573184,0.05025970250651233,0.4827532585246814,0.02747623963965944,192,true
170,iter_000031,0.5260416666666666,0.45559699289267147,0.5954647182338842,1.4114583333333333,0.4013480392156863,0.39246323529411764,0.4041541851828201,0.050776560571113315,0.4709755779278172,0.02796744297405356,192,true
175,iter_000031,0.5572916666666666,0.4865929873334453,0.6257427771449775,5.005208333333333,0.41268382352941174,0.38357843137254904,0.40065512248336843,0.05298940464079727,0.47263790938142347,0.028665984700924355,192,true
180,iter_000031,0.515625,0.4453250016921599,0.5853120249837735,4.75,0.4172794117647059,0.3909313725490196,0.40010393344575085,0.05975061291491938,0.4729038001965419,0.029027681897039432,192,true
185,iter_000031,0.59375,0.5231014188471027,0.6607207412084982,6.479166666666667,0.4231004901960784,0.3860294117647059,0.3986730737537298,0.063027381396637,0.4699433559279302,0.029735677716505267,192,true
190,iter_000031,0.515625,0.4453250016921599,0.5853120249837735,3.0104166666666665,0.42034313725490197,0.4010416666666667,0.3983381830031292,0.07285687006156509,0.46869880084333376,0.030919437051227388,192,true
195,iter_000031,0.484375,0.4146879750162264,0.5546749983078401,3.5833333333333335,0.4181985294117647,0.3958333333333333,0.3986135755371047,0.07378367812276466,0.4632575545435727,0.03169471277203633,192,true
200,iter_000031,0.46875,0.39947014885366106,0.539255797794472,1.7135416666666667,0.41544117647058826,0.40379901960784315,0.39648454357377094,0.0777908851338232,0.46744192547374575,0.03225252041979259,192,true
205,iter_000031,0.515625,0.4453250016921599,0.5853120249837735,2.5989583333333335,0.39981617647058826,0.38480392156862747,0.39656269701099967,0.08964912541453593,0.46811186430068624,0.03329068650041467,192,true
210,iter_000031,0.5416666666666666,0.4710611141973901,0.6106376236050993,5.807291666666667,0.42371323529411764,0.39276960784313725,0.39740455756106907,0.10439828781386268,0.4643487920151512,0.03450939392951244,192,true
215,iter_000031,0.5677083333333334,0.496985509768755,0.6357749391602903,5.755208333333333,0.42861519607843135,0.39276960784313725,0.3950835713263218,0.12435475989276336,0.4575460641176143,0.0352465799082582,192,true
220,iter_000031,0.5104166666666666,0.4402002006967744,0.5802244837538477,5.614583333333333,0.4209558823529412,0.3866421568627451,0.39479773564721465,0.12972589294705444,0.457774900726416,0.035977250946507826,192,true
